Latitude,Longitude,Heading,Speed,DateTime
44.51259,-88.0032,25,10.25,2020-09-25T14:38:49-05:00
44.51275,-88.00309,24,9.27,2020-09-25T14:38:51-05:00
44.51288,-88.00301,25,6.55,2020-09-25T14:38:53-05:00
44.51297,-88.00295,26,4.41,2020-09-25T14:38:55-05:00
44.51301,-88.00292,26,1.19,2020-09-25T14:38:57-05:00
44.51302,-88.00292,,0.15,2020-09-25T14:38:59-05:00
44.51302,-88.00292,,0.05,2020-09-25T14:39:01-05:00
44.51302,-88.00292,,0.02,2020-09-25T14:39:03-05:00
44.51302,-88.00292,,0.01,2020-09-25T14:39:05-05:00
44.51302,-88.00292,,0.01,2020-09-25T14:39:07-05:00
44.51302,-88.00292,,0.01,2020-09-25T14:39:09-05:00
44.51302,-88.00292,,0.02,2020-09-25T14:39:11-05:00
44.51302,-88.00292,,0,2020-09-25T14:39:13-05:00
44.51302,-88.00292,,0,2020-09-25T14:39:15-05:00
44.51302,-88.00293,,0.01,2020-09-25T14:39:17-05:00
44.51302,-88.00293,,0,2020-09-25T14:39:19-05:00
44.51302,-88.00293,,0.02,2020-09-25T14:39:21-05:00
44.51302,-88.00293,,0,2020-09-25T14:39:23-05:00
44.51302,-88.00293,,0.02,2020-09-25T14:39:25-05:00
44.51302,-88.00293,,0.01,2020-09-25T14:39:27-05:00
44.51302,-88.00294,,0.01,2020-09-25T14:39:29-05:00
44.51302,-88.00294,,0.01,2020-09-25T14:39:31-05:00
44.51303,-88.00294,,0.01,2020-09-25T14:39:33-05:00
44.51303,-88.00294,,0,2020-09-25T14:39:35-05:00
44.51303,-88.00294,,0.02,2020-09-25T14:39:37-05:00
44.51303,-88.00294,,0.01,2020-09-25T14:39:39-05:00
44.51303,-88.00294,,0.01,2020-09-25T14:39:41-05:00
44.51303,-88.00294,,0.01,2020-09-25T14:39:43-05:00
44.51303,-88.00293,,0.01,2020-09-25T14:39:45-05:00
44.51303,-88.00293,,0.01,2020-09-25T14:39:47-05:00
44.51303,-88.00293,,0,2020-09-25T14:39:49-05:00
44.51304,-88.00293,25,1.03,2020-09-25T14:39:51-05:00
44.51309,-88.00289,26,4.56,2020-09-25T14:39:53-05:00
44.5132,-88.00282,26,7.5,2020-09-25T14:39:55-05:00
44.51334,-88.00272,26,9.58,2020-09-25T14:39:57-05:00
44.51351,-88.00261,26,11.27,2020-09-25T14:39:59-05:00
44.5137,-88.00247,27,12.07,2020-09-25T14:40:01-05:00
44.5139,-88.00233,26,12.97,2020-09-25T14:40:03-05:00
44.51412,-88.00218,26,13.76,2020-09-25T14:40:05-05:00
44.51435,-88.00203,24,14.44,2020-09-25T14:40:07-05:00
44.51459,-88.00189,23,14.29,2020-09-25T14:40:09-05:00
44.51481,-88.00174,27,13.23,2020-09-25T14:40:11-05:00
44.51502,-88.00159,30,13.12,2020-09-25T14:40:13-05:00
44.51522,-88.00142,31,12.92,2020-09-25T14:40:15-05:00
44.51541,-88.00126,30,12.41,2020-09-25T14:40:17-05:00
44.51559,-88.00112,27,10.16,2020-09-25T14:40:19-05:00
44.51575,-88.00103,18,9.15,2020-09-25T14:40:21-05:00
44.51589,-88.00096,24,7.95,2020-09-25T14:40:23-05:00
44.51598,-88.0009,26,4.11,2020-09-25T14:40:25-05:00
44.51601,-88.00087,27,0.84,2020-09-25T14:40:27-05:00
44.51602,-88.00087,,0.01,2020-09-25T14:40:29-05:00
44.51602,-88.00087,,0.01,2020-09-25T14:40:31-05:00
44.51602,-88.00087,,0.01,2020-09-25T14:40:33-05:00
44.51602,-88.00087,,0.01,2020-09-25T14:40:35-05:00
44.51602,-88.00087,,0.02,2020-09-25T14:40:37-05:00
44.51602,-88.00088,,0.02,2020-09-25T14:40:39-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:41-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:43-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:45-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:47-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:49-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:51-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:53-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:55-05:00
44.51603,-88.00088,,0.02,2020-09-25T14:40:57-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:40:59-05:00
44.51603,-88.00088,,0.01,2020-09-25T14:41:01-05:00
44.51604,-88.00089,,0.01,2020-09-25T14:41:03-05:00
44.51604,-88.00089,,0.01,2020-09-25T14:41:05-05:00
44.51604,-88.00089,,0.02,2020-09-25T14:41:07-05:00
44.51604,-88.00088,27,0.8,2020-09-25T14:41:09-05:00
44.51609,-88.00085,21,4.02,2020-09-25T14:41:11-05:00
44.51618,-88.00085,353,5.56,2020-09-25T14:41:13-05:00
44.51627,-88.00092,319,6.51,2020-09-25T14:41:15-05:00
44.51635,-88.00108,298,7.96,2020-09-25T14:41:17-05:00
44.51642,-88.00129,296,10,2020-09-25T14:41:19-05:00
44.5165,-88.00154,296,11.31,2020-09-25T14:41:21-05:00
44.51659,-88.00181,293,12.24,2020-09-25T14:41:23-05:00
44.51668,-88.00211,294,13.35,2020-09-25T14:41:25-05:00
44.51679,-88.00243,297,14.39,2020-09-25T14:41:27-05:00
44.5169,-88.00274,296,13.8,2020-09-25T14:41:29-05:00
44.51701,-88.00306,297,14.06,2020-09-25T14:41:31-05:00
44.51712,-88.00337,297,13.74,2020-09-25T14:41:33-05:00
44.51723,-88.00367,296,13.17,2020-09-25T14:41:35-05:00
44.51733,-88.00396,295,12.37,2020-09-25T14:41:37-05:00
44.51742,-88.00423,295,11.49,2020-09-25T14:41:39-05:00
44.5175,-88.00448,295,10.63,2020-09-25T14:41:41-05:00
44.51757,-88.00469,294,7.74,2020-09-25T14:41:43-05:00
44.51761,-88.00481,295,4.1,2020-09-25T14:41:45-05:00
44.51763,-88.00488,297,2.05,2020-09-25T14:41:47-05:00
44.51767,-88.00492,328,3.35,2020-09-25T14:41:49-05:00
44.51774,-88.00493,2,4.69,2020-09-25T14:41:51-05:00
44.51782,-88.00489,27,4.81,2020-09-25T14:41:53-05:00
44.51789,-88.0048,56,4.93,2020-09-25T14:41:55-05:00
44.5179,-88.00471,82,2.71,2020-09-25T14:41:57-05:00
44.5179,-88.00466,99,1.99,2020-09-25T14:41:59-05:00
44.51788,-88.0046,119,3.68,2020-09-25T14:42:01-05:00
44.51783,-88.00448,117,6.2,2020-09-25T14:42:03-05:00
44.51777,-88.00431,117,8.01,2020-09-25T14:42:05-05:00
44.5177,-88.00412,117,8.09,2020-09-25T14:42:07-05:00
44.51764,-88.00396,116,7.09,2020-09-25T14:42:09-05:00
44.51759,-88.00381,114,6.11,2020-09-25T14:42:11-05:00
44.51754,-88.00368,124,4.38,2020-09-25T14:42:13-05:00
44.5175,-88.00362,145,2.52,2020-09-25T14:42:15-05:00
44.51748,-88.0036,149,0.54,2020-09-25T14:42:17-05:00
44.51748,-88.0036,,0.02,2020-09-25T14:42:19-05:00
44.51748,-88.0036,,0.02,2020-09-25T14:42:21-05:00
44.51747,-88.0036,,0.03,2020-09-25T14:42:23-05:00
44.51747,-88.0036,,0.02,2020-09-25T14:42:25-05:00
44.51747,-88.00359,,0.02,2020-09-25T14:42:27-05:00
44.51747,-88.00359,,0.01,2020-09-25T14:42:29-05:00
44.51747,-88.00359,,0.01,2020-09-25T14:42:31-05:00
44.51747,-88.00359,,0.01,2020-09-25T14:42:33-05:00
44.51746,-88.00359,,0.03,2020-09-25T14:42:35-05:00
44.51746,-88.00358,,0.03,2020-09-25T14:42:37-05:00
44.51746,-88.00358,,0.01,2020-09-25T14:42:39-05:00
44.51746,-88.00358,,0.01,2020-09-25T14:42:41-05:00
44.51746,-88.00358,,0.02,2020-09-25T14:42:43-05:00
44.51746,-88.00358,,0.01,2020-09-25T14:42:45-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:42:47-05:00
44.51746,-88.00357,,0.06,2020-09-25T14:42:49-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:42:51-05:00
44.51746,-88.00357,,0.02,2020-09-25T14:42:53-05:00
44.51746,-88.00357,,0.04,2020-09-25T14:42:55-05:00
44.51747,-88.00357,,0.01,2020-09-25T14:42:57-05:00
44.51747,-88.00357,,0.04,2020-09-25T14:42:59-05:00
44.51747,-88.00357,,0.03,2020-09-25T14:43:01-05:00
44.51747,-88.00356,,0.03,2020-09-25T14:43:03-05:00
44.51747,-88.00356,,0.02,2020-09-25T14:43:05-05:00
44.51747,-88.00356,,0.02,2020-09-25T14:43:07-05:00
44.51747,-88.00356,,0.02,2020-09-25T14:43:09-05:00
44.51747,-88.00356,,0.02,2020-09-25T14:43:11-05:00
44.51747,-88.00356,,0.03,2020-09-25T14:43:13-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:43:15-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:43:17-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:43:19-05:00
44.51747,-88.00356,,0,2020-09-25T14:43:21-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:43:23-05:00
44.51747,-88.00356,,0,2020-09-25T14:43:25-05:00
44.51747,-88.00356,,0,2020-09-25T14:43:27-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:43:29-05:00
44.51747,-88.00357,,0,2020-09-25T14:43:31-05:00
44.51746,-88.00357,,0.02,2020-09-25T14:43:33-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:43:35-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:43:37-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:43:39-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:43:41-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:43:43-05:00
44.51746,-88.00357,,0.01,2020-09-25T14:43:45-05:00
44.51745,-88.00357,,0.01,2020-09-25T14:43:47-05:00
44.51745,-88.00357,,0.01,2020-09-25T14:43:49-05:00
44.51745,-88.00357,,0,2020-09-25T14:43:51-05:00
44.51745,-88.00357,,0.01,2020-09-25T14:43:53-05:00
44.51745,-88.00357,,0.01,2020-09-25T14:43:55-05:00
44.51745,-88.00358,,0.01,2020-09-25T14:43:57-05:00
44.51745,-88.00358,,0.01,2020-09-25T14:43:59-05:00
44.51745,-88.00358,,0.01,2020-09-25T14:44:01-05:00
44.51745,-88.00358,,0.01,2020-09-25T14:44:03-05:00
44.51745,-88.00357,,0.01,2020-09-25T14:44:05-05:00
44.51745,-88.00357,,0.02,2020-09-25T14:44:07-05:00
44.51745,-88.00357,,0.01,2020-09-25T14:44:09-05:00
44.51745,-88.00357,,0,2020-09-25T14:44:11-05:00
44.51746,-88.00356,,0.01,2020-09-25T14:44:13-05:00
44.51746,-88.00356,,0.01,2020-09-25T14:44:15-05:00
44.51746,-88.00356,,0.01,2020-09-25T14:44:17-05:00
44.51746,-88.00356,,0.01,2020-09-25T14:44:19-05:00
44.51746,-88.00356,,0,2020-09-25T14:44:21-05:00
44.51746,-88.00356,,0,2020-09-25T14:44:23-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:25-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:27-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:29-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:31-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:33-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:35-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:37-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:39-05:00
44.51747,-88.00356,,0.01,2020-09-25T14:44:41-05:00
44.51747,-88.00357,,0.02,2020-09-25T14:44:43-05:00
44.51747,-88.00357,,0.01,2020-09-25T14:44:45-05:00
44.51747,-88.00357,,0.02,2020-09-25T14:44:47-05:00
44.51747,-88.00357,,0.01,2020-09-25T14:44:49-05:00
44.51747,-88.00357,,0,2020-09-25T14:44:51-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:44:53-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:44:55-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:44:57-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:44:59-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:45:01-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:45:03-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:45:05-05:00
44.51749,-88.00357,,0.01,2020-09-25T14:45:07-05:00
44.51749,-88.00357,,0.01,2020-09-25T14:45:09-05:00
44.51749,-88.00357,,0.01,2020-09-25T14:45:11-05:00
44.51749,-88.00358,,0.01,2020-09-25T14:45:13-05:00
44.51749,-88.00358,,0.02,2020-09-25T14:45:15-05:00
44.51749,-88.00358,,0.01,2020-09-25T14:45:17-05:00
44.5175,-88.00358,,0.01,2020-09-25T14:45:19-05:00
44.5175,-88.00358,,0,2020-09-25T14:45:21-05:00
44.5175,-88.00358,,0.01,2020-09-25T14:45:23-05:00
44.5175,-88.00358,,0.02,2020-09-25T14:45:25-05:00
44.5175,-88.00358,,0.01,2020-09-25T14:45:27-05:00
44.51751,-88.00358,,0.01,2020-09-25T14:45:29-05:00
44.51751,-88.00358,,0,2020-09-25T14:45:31-05:00
44.51751,-88.00358,,0.02,2020-09-25T14:45:33-05:00
44.51751,-88.00358,,0.01,2020-09-25T14:45:35-05:00
44.51751,-88.00358,,0.04,2020-09-25T14:45:37-05:00
44.51751,-88.00358,,0.01,2020-09-25T14:45:39-05:00
44.51751,-88.00358,,0.01,2020-09-25T14:45:41-05:00
44.51752,-88.00358,,0.01,2020-09-25T14:45:43-05:00
44.51752,-88.00358,,0.04,2020-09-25T14:45:45-05:00
44.51752,-88.00358,,0.01,2020-09-25T14:45:47-05:00
44.51752,-88.00358,,0.01,2020-09-25T14:45:49-05:00
44.51752,-88.00358,,0.01,2020-09-25T14:45:51-05:00
44.51752,-88.00358,,0.01,2020-09-25T14:45:53-05:00
44.51752,-88.00359,,0,2020-09-25T14:45:55-05:00
44.51752,-88.00359,,0,2020-09-25T14:45:57-05:00
44.51752,-88.00359,,0.01,2020-09-25T14:45:59-05:00
44.51752,-88.00359,,0.01,2020-09-25T14:46:01-05:00
44.51752,-88.00359,,0,2020-09-25T14:46:03-05:00
44.51752,-88.0036,,0.01,2020-09-25T14:46:05-05:00
44.51752,-88.0036,,0.01,2020-09-25T14:46:07-05:00
44.51752,-88.0036,,0.01,2020-09-25T14:46:09-05:00
44.51751,-88.0036,,0.01,2020-09-25T14:46:11-05:00
44.51752,-88.00361,,0.01,2020-09-25T14:46:13-05:00
44.51751,-88.00361,,0.01,2020-09-25T14:46:15-05:00
44.51751,-88.00361,,0.02,2020-09-25T14:46:17-05:00
44.51751,-88.00361,,0,2020-09-25T14:46:19-05:00
44.51751,-88.00361,,0.01,2020-09-25T14:46:21-05:00
44.51751,-88.00361,,0.01,2020-09-25T14:46:23-05:00
44.51751,-88.00361,,0.01,2020-09-25T14:46:25-05:00
44.51751,-88.00361,,0.01,2020-09-25T14:46:27-05:00
44.5175,-88.00361,,0.01,2020-09-25T14:46:29-05:00
44.5175,-88.0036,,0.01,2020-09-25T14:46:31-05:00
44.5175,-88.0036,,0.01,2020-09-25T14:46:33-05:00
44.5175,-88.0036,,0.01,2020-09-25T14:46:35-05:00
44.5175,-88.0036,,0.01,2020-09-25T14:46:37-05:00
44.51749,-88.0036,,0.01,2020-09-25T14:46:39-05:00
44.51749,-88.0036,,0,2020-09-25T14:46:41-05:00
44.51749,-88.0036,,0.03,2020-09-25T14:46:43-05:00
44.51749,-88.00359,,0.05,2020-09-25T14:46:45-05:00
44.51749,-88.00359,,0.01,2020-09-25T14:46:47-05:00
44.51749,-88.00359,,0.01,2020-09-25T14:46:49-05:00
44.51748,-88.00359,,0.02,2020-09-25T14:46:51-05:00
44.51748,-88.00359,,0.01,2020-09-25T14:46:53-05:00
44.51749,-88.00358,,0.03,2020-09-25T14:46:55-05:00
44.51749,-88.00358,,0.03,2020-09-25T14:46:57-05:00
44.51749,-88.00358,,0.01,2020-09-25T14:46:59-05:00
44.51749,-88.00358,,0.02,2020-09-25T14:47:01-05:00
44.51749,-88.00358,,0.02,2020-09-25T14:47:03-05:00
44.51749,-88.00358,,0.01,2020-09-25T14:47:05-05:00
44.51748,-88.00357,148,1.06,2020-09-25T14:47:07-05:00
44.51748,-88.00357,,0.06,2020-09-25T14:47:09-05:00
44.51748,-88.00357,,0.01,2020-09-25T14:47:11-05:00
44.51748,-88.00358,,0.01,2020-09-25T14:47:13-05:00
44.51748,-88.00358,,0.02,2020-09-25T14:47:15-05:00
44.51748,-88.00358,,0.02,2020-09-25T14:47:17-05:00
44.51748,-88.00359,,0,2020-09-25T14:47:19-05:00
44.51748,-88.00359,,0,2020-09-25T14:47:21-05:00
44.51749,-88.00359,,0.02,2020-09-25T14:47:23-05:00
44.51749,-88.0036,,0,2020-09-25T14:47:25-05:00
44.51749,-88.0036,,0.02,2020-09-25T14:47:27-05:00
44.51749,-88.0036,,0.01,2020-09-25T14:47:29-05:00
44.51749,-88.00361,,0.01,2020-09-25T14:47:31-05:00
44.51749,-88.00361,,0.07,2020-09-25T14:47:33-05:00
44.51749,-88.00361,,0.01,2020-09-25T14:47:35-05:00
44.51749,-88.00361,,0.02,2020-09-25T14:47:37-05:00
44.51749,-88.00362,,0.01,2020-09-25T14:47:39-05:00
44.51749,-88.00362,,0.02,2020-09-25T14:47:41-05:00
44.51749,-88.00362,,0.02,2020-09-25T14:47:43-05:00
44.51749,-88.00362,,0.02,2020-09-25T14:47:45-05:00
44.51749,-88.00361,,0.01,2020-09-25T14:47:47-05:00
44.51749,-88.00361,,0.01,2020-09-25T14:47:49-05:00
44.51749,-88.00362,,0.03,2020-09-25T14:47:51-05:00
44.51749,-88.00362,,0.01,2020-09-25T14:47:53-05:00
44.51749,-88.00362,,0.02,2020-09-25T14:47:55-05:00
44.51748,-88.00361,124,0.87,2020-09-25T14:47:57-05:00
44.51748,-88.00358,107,1.49,2020-09-25T14:47:59-05:00
44.51747,-88.00352,98,2.76,2020-09-25T14:48:01-05:00
44.51746,-88.00343,99,3.96,2020-09-25T14:48:03-05:00
44.51745,-88.00332,98,4.64,2020-09-25T14:48:05-05:00
44.51742,-88.00321,112,4.44,2020-09-25T14:48:07-05:00
44.51738,-88.00311,120,4.53,2020-09-25T14:48:09-05:00
44.51734,-88.003,122,4.47,2020-09-25T14:48:11-05:00
44.51729,-88.0029,126,4.49,2020-09-25T14:48:13-05:00
44.51725,-88.00281,120,4.34,2020-09-25T14:48:15-05:00
44.51723,-88.00276,,0.56,2020-09-25T14:48:17-05:00
44.51722,-88.00273,,0.35,2020-09-25T14:48:19-05:00
44.51722,-88.00271,,0.02,2020-09-25T14:48:21-05:00
44.51721,-88.00268,125,1.46,2020-09-25T14:48:23-05:00
44.51717,-88.0026,120,4.16,2020-09-25T14:48:25-05:00
44.51712,-88.00247,117,6.41,2020-09-25T14:48:27-05:00
44.51707,-88.00231,114,7.08,2020-09-25T14:48:29-05:00
44.51701,-88.00216,115,6.26,2020-09-25T14:48:31-05:00
44.51696,-88.00204,131,5.47,2020-09-25T14:48:33-05:00
44.51689,-88.00196,159,5.22,2020-09-25T14:48:35-05:00
44.5168,-88.00196,192,5.03,2020-09-25T14:48:37-05:00
44.51673,-88.00201,215,3.41,2020-09-25T14:48:39-05:00
44.5167,-88.00205,219,1.78,2020-09-25T14:48:41-05:00
44.51666,-88.00209,208,3.08,2020-09-25T14:48:43-05:00
44.5166,-88.0021,183,2.99,2020-09-25T14:48:45-05:00
44.51654,-88.00206,141,4.23,2020-09-25T14:48:47-05:00
44.5165,-88.00195,117,5.73,2020-09-25T14:48:49-05:00
44.51644,-88.0018,116,7.72,2020-09-25T14:48:51-05:00
44.51637,-88.00161,119,8.73,2020-09-25T14:48:53-05:00
44.51629,-88.00142,117,8.07,2020-09-25T14:48:55-05:00
44.51623,-88.00127,116,5.7,2020-09-25T14:48:57-05:00
44.5162,-88.00116,117,3.88,2020-09-25T14:48:59-05:00
44.51618,-88.00111,116,1.27,2020-09-25T14:49:01-05:00
44.51617,-88.0011,,0.13,2020-09-25T14:49:03-05:00
44.51617,-88.0011,,0.02,2020-09-25T14:49:05-05:00
44.51617,-88.0011,,0.01,2020-09-25T14:49:07-05:00
44.51617,-88.0011,,0.01,2020-09-25T14:49:09-05:00
44.51617,-88.00109,,0.02,2020-09-25T14:49:11-05:00
44.51617,-88.00109,,0,2020-09-25T14:49:13-05:00
44.51617,-88.00109,118,0.46,2020-09-25T14:49:15-05:00
44.51615,-88.00104,116,3.17,2020-09-25T14:49:17-05:00
44.51612,-88.00096,120,3.77,2020-09-25T14:49:19-05:00
44.51606,-88.00091,164,4.23,2020-09-25T14:49:21-05:00
44.51597,-88.00094,207,5.53,2020-09-25T14:49:23-05:00
44.51587,-88.00104,217,7.72,2020-09-25T14:49:25-05:00
44.51573,-88.00116,208,10.19,2020-09-25T14:49:27-05:00
44.51555,-88.00129,206,11.61,2020-09-25T14:49:29-05:00
44.51535,-88.00142,206,12.36,2020-09-25T14:49:31-05:00
44.51514,-88.00156,206,12.9,2020-09-25T14:49:33-05:00
44.51493,-88.00171,206,13.12,2020-09-25T14:49:35-05:00
44.51472,-88.00185,206,12.59,2020-09-25T14:49:37-05:00
44.51452,-88.00199,207,11.99,2020-09-25T14:49:39-05:00
44.51433,-88.00213,208,12.08,2020-09-25T14:49:41-05:00
44.51414,-88.00227,207,11.82,2020-09-25T14:49:43-05:00
44.51396,-88.00239,206,11.21,2020-09-25T14:49:45-05:00
44.51379,-88.00251,206,10.64,2020-09-25T14:49:47-05:00
44.51364,-88.00261,208,8.43,2020-09-25T14:49:49-05:00
44.51353,-88.00269,208,5.2,2020-09-25T14:49:51-05:00
44.51347,-88.00273,207,2.89,2020-09-25T14:49:53-05:00
44.51345,-88.00274,,0.27,2020-09-25T14:49:55-05:00
44.51345,-88.00274,,0.01,2020-09-25T14:49:57-05:00
44.51345,-88.00274,,0.02,2020-09-25T14:49:59-05:00
44.51345,-88.00274,,0.01,2020-09-25T14:50:01-05:00
44.51344,-88.00274,,0.01,2020-09-25T14:50:03-05:00
44.51344,-88.00273,,0.03,2020-09-25T14:50:05-05:00
44.51343,-88.00273,,0.02,2020-09-25T14:50:07-05:00
44.51343,-88.00273,,0.01,2020-09-25T14:50:09-05:00
44.51343,-88.00273,,0.02,2020-09-25T14:50:11-05:00
44.51343,-88.00273,,0.02,2020-09-25T14:50:13-05:00
44.51343,-88.00273,,0.02,2020-09-25T14:50:15-05:00
44.51342,-88.00273,,0.02,2020-09-25T14:50:17-05:00
44.51342,-88.00273,,0,2020-09-25T14:50:19-05:00
44.51342,-88.00273,207,0.53,2020-09-25T14:50:21-05:00
44.51339,-88.00275,206,2.43,2020-09-25T14:50:23-05:00
44.51332,-88.0028,207,5.23,2020-09-25T14:50:25-05:00
44.51322,-88.00287,207,7.09,2020-09-25T14:50:27-05:00
44.5131,-88.00296,207,8.26,2020-09-25T14:50:29-05:00
44.51296,-88.00306,208,9.07,2020-09-25T14:50:31-05:00
